comment,offensive,type
"Hi, the edits you made were reverted as there was no explanation for their removal. If you feel that the edits need to be carried out then that is fine but you need to ensure there is an explanation given in the edit summary box (the one beneath the editing box) before you save your edit. This will reduce the chance your edits are mistaken for vandalism (most unexplained content removal is done with negative intent). Hope that makes sense.  (T)(C)",False,non_offensive
"""

 FYI 

Noticed the message """"Access denied for user 'tparis'@'%.toolserver.org' to database 'u_soxred93'"""" at the top of the results when I checked my contribs at http://toolserver.org/~tparis/topedits/ . The output otherwise seemed fine, just thought I'd mention it.   """,False,non_offensive
"""

 Israeli-Palestinian conflict protect? 

Yesterday there were relevent and reliably-sourced casualty figures added to the Israeli-Palestinian conflict article, and some editors objected to this. It seems you were called in to quickly """"protect"""" the page from editing, effectively blocking the inclusion of the figures. You cited """"edit warring,"""" the more accurate term would be repeated reverts from those who did not like the figures for political reasons. There are casualty figures in all the conflict, war, battle etc. Wiki articles I have referenced, why not this one? Thanks   
RomaC, the edits which you tried to make were a set of statistics for one year only, which you attemepted to place in the first paragraph of an article describing a conflict of over sixty years. This article covers an issue of extreme sensitivity and complexity. The fact that your edits sparked so much conflict and opposition speaks for itself. Here at Wikipedia, we value the ability to achieve consensus, and to be fair to many viewpoints. And believe it or not, we often do achieve that at the article Israeli-Palestinian conflict. It is not enough to disinegnuously claim that your figures were """"reliable,"""" without addressing any of the underlying issues, or any of the conflicts which it clearly and immediately caused. 

To repeat: statistics for just one year of the conflict do not belong anywhere in the article's lead. there are a wide variety of figures which either side could quote, all in the name of objectivity, which would clear and unacceptably attempt to create a slant towards one side or the other. please note, this is why we are careful when making edit to be sure that we actually have consensus, rather than simply telling others that they should provide consensus.   

I strongly object to your calling me """"disinegnuous"""" [sic]. You wrote on the article talk page that you agreed with Hertz1888, who argued that the statistics might be biased. Do you not regard Haaretz as a reliable source? Please explain more clearly why you feel that citing reliably-sourced and up-to-date civilian casualty statistics in an article about a war, battle or conflict is disingenuous. If you or any other editor want to add more statistics, covering a longer time period, then go ahead, but do not delete relevant content added by other editors. Yes, the edit """"sparked so much conflict and opposition"""" but note also also that here at Wikipedia we do not determine what is """"fair"""" through intimidation by numbers. There is a big difference between consensus and false compromise.   

I apologize if you felt I was offending you in any way. i only meant to describe the appearance of your edits, not to describe you personally in any way. if other editors deleted some edits, it is because they genuinely felt there was a reason to do so, and that the material was not beneficial or fair to the article. I responded to your concerns and issues further at the article talk page. thanks.    

Apology accepted, and I will also make my further comments on the article talk page. I am not a single-issue editor I get around a bit on Wiki, saw the Haaretz report and very much believe it is something very relevant to the article. I can't say I know for certain why other editors deleted the material, I try to assume good faith, we'll see.   
""""repeated reverts from those who did not like the figures for political reasons"""" - motive doesn't really matter, its still edit warring, its still disruptive. Protection is not an endorsement of the current version. Z-man 
The subject of this article is a deadly conflict, the lede is huge - and yet it contains no mention of the casualties. Clearly, there is something seriously wrong. As a result, your action here, while well-intentioned, looks highly partisan. Worse than that, it looks rather like like a cynical move to protect deniers, those who wish to cover up atrocities, the mass killings of (mostly) unarmed civilians, in many cases recognised by Western sources as war-crimes. If the events at this article really offend you, it would be a lot better to lock it at the alternative version. talk 10:39,",False,non_offensive
"Suspected sockpuppet of User:Stho002 

Report filed here",False,non_offensive
"""

So is it partisan from the Albanian or the Serbian side? To suggest that it's """"partisan"""" on BOTH sides at the same time is odd at the very least. I don't think it's possible to lean towards one side and the opposite at the same time.   """,False,non_offensive
"In what way is that page supposed to handle persistant breaches of NPOV by Demiurge?  Alright, he may or may not be a toerag, I'll grant you that, but he is certainly jumped up.",False,non_offensive
"""
 Deletion discussion about Shiv Ram Park 
Hello, Mj.foru, and thanks for contributing to Wikipedia! 

I wanted to let you know that some editors are discussing at Wikipedia:Articles for deletion/Shiv Ram Park  whether the article Shiv Ram Park should be in Wikipedia. I encourage you to comment there if you think the article should be kept in the encyclopedia. 

The deletion discussion doesn't mean you did something wrong. In fact, other editors may have useful suggestions on how you can continue editing and improving Shiv Ram Park, which I encourage you to do. If you have any questions, feel free to ask at the Help Desk.

Thanks again for your contributions!  —>ιν ΤαΙk Ͼδητrιβμτιoης """,False,non_offensive
"DreamGuy 
Hello, I am contacting you because I saw that you were involved with some recent disputes involving",False,non_offensive
"So they didn't see anything, as there isn't anything to be seen. Care to comment on what they did see? I've read WP:NPOV and it led me to this guideline on reliable sources: Reliable sources are credible published materials with a reliable publication process; their authors are generally regarded as trustworthy, or are authoritative in relation to the subject at hand. So it comes down to who is trustworthy and who is not. Is a bigfoot researcher in the field less trustworthy than a biologist who refuses to study the evidence?",False,non_offensive
"""

VERY IMPRESSED
I love your Admin and editing prowess. I understand the """"hprotected."""" Simple, no agrguement there. BUT, my claim to being a Rouge Admin . . . Woah? A catergory that doesn't exist. How is that disruptive? Why are you wasting your time? I don't listen to New Wave of British Heavy Metal either (technically not a genre either) and I am sure as sh!1 not a Wood Badger!
Chill out. CAN YOU DIG IT?  """,False,non_offensive
"""

 Please do not vandalize pages, as you did with this edit to Ironkids. If you continue to do so, you will be blocked from editing.  Avant-garde a clue-Chord2 """,False,non_offensive
How are we meant to believe that?,False,non_offensive
"""
But absent any """"settled outcome,"""" those who want to retain the material haven't sustained the burden of proof that the BLP policy requires they meet. Forking the discussion and ignoring the broader context doesn't justify the reinsertion of the material. It's just deliberate disruption.   """,False,non_offensive
"I'm done now.  Unless and until they prove by a preponderance of evidence that their sock puppet charges are true, I will remove all such defamations and undo any changes that use this libelous excuse.",False,non_offensive
"""

 Vandal box question 

What can I say, your userpage encourages creative behavior. """"D Boy """,False,non_offensive
It is unclear in what is written if the WEP key is sent from the AP to the wireless device that is trying to connect. So what I am getting at is where is the WEP key created and then which end revises it. Someone please add this information.,False,non_offensive
"You think David Kelley  isn't an Objectivist?  You really think he's the same kind as Leonard Peikoff, much less Ayn Rand?  Think this through.",False,non_offensive
"Barbequed cat 

Patrick, I removed the paragraph you'd added to 2009_Hudson_River_mid-air_collision regarding the content of the controller's phone conversation.  I don't doubt that you considered it relevant, I am not accusing you of vandalism - but I do feel that the prior (remaining) paragraph covers the fact that there was an improper conversation, and that it appeared to not be a causal factor in the crash.  The information you added, IMO, put a POV tilt on the article.  I hope you understand my perspective on this.",False,non_offensive
Pretending not to understand plain English is only one of the trolling techniques they employee.  I'm not sure if the repeated threats are trolling or just harrassment or both. -,False,non_offensive
"""
I have a terrible habit of not following through w/ saying I'm out, but I just reread his thing where he says """"If this behavior continues""""  kind of a pussy way to be lazy. Block me. I'm genuinely asking you. Please. Plus check out contribs: nothing on Beat Generation. Totally clueless on this subject. This behavior would continue, Tao, if you didn't bore me so goddamn much. Peace out!  """,False,non_offensive
"A few points. If it is such a simple citation, then hundreds of people must have made it, but apparently you cannot find even one International Legal scholar. There is indeed a great deal of room for interpretation of the Act. After all, remove as the language of the Act states is not the same as overthrow.  17:25, Feb 1, 2005 (UTC)",False,non_offensive
"This indo-fijian dude is a helpful janitor, but sucks terribly at adding useful content to the bag o'trivia.
Moreover, after whining because he failed his request for adminship here, he was promoted on the retarded-english wiki and on meta-wiki.
Get DerHexer's tools so you can revert faster you negrito.",True,"toxic, obscene, insult, identity_hate"
"Hey, I know with the Estatut coming up your nationalist fervor is buzzing. Please find somewhere else to express it. If you don't like Majorcans, Valencians, basques, Catalans, Andalusians or Gallegos being Spanish it is your own problem. Majorcans are Spanish and they want to be Spanish. You cannot force them to be anything else.",False,non_offensive
"""

 Best of Eurovision article 

The event took place in Hamburg , Germany. I know because I voted after clicking a link from the official website of the Eurovision Song Contest (http://www.eurovision.tv). Ruslana was named the BEST OF EUROVISION after receiving 71209 voted from the internet , the 12 points from the jury and also she was on the first place at the TV voting. Ruslana didn't commented nothing about this.She didn't claimed that she was on the first place. So the article should remain as before. That event took place. Also , on Ruslana's forums exists a topic about this where Ruslana's fans were announced to vote for her. Also , NDR's official websited had the poll results in """"Interaktive"""" section.""",False,non_offensive
"""==Notability of Thomas Dworzak==
 A tag has been placed on Thomas Dworzak requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a real person, organization (band, club, company, etc.), or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not indicate the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. If this is the first page that you have created, then you should read the guide to writing your first article.

If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   (talk) (My contributions.) """,False,non_offensive
"Go back to school. 

Do us all a favour and go back to school kid. They will teach you the ways of the world there. Until then don't waste your time and effort fighting a battle against IP's that you can't win. 86.182.92.47",False,non_offensive
"""

 Speedy deletion criteria 

About my speedy-delete proposal for Image:Books-aj svg aj ashton 01.png: I thought that """"Redundancy"""" was listed as one of the criteria for speedy deletion. Image:Books-aj.svg aj ashton 01.svg is the exact same image in SVG format. So doesn't that qualify?  """,False,non_offensive
"One l or two? 

I strongly suspect it's one.  Could someone correct the title?  (I don't know how.)",False,non_offensive
"I would note that searching for Phetch on Google results in 8000 hits. 80% of the hits on the first page relate to this program, even though it appears that Phetch is a surname in some Asian country. This program is referenced in a lot of places. There are hundreds of links to the PDF article. This program was described on a Nova now program. I think it's plenty notable for these reasons.",False,non_offensive
I am a part of Wikipedia's India Education Program . I am currently writing an article on [Memory Fragmentation] along with my team mate [Sujay Gaikwad].,False,non_offensive
"Thanks! As you can tell, I haven't done a lot of work with cats before. You have already been a huge help; I see that you went through all of the pages with HotCat and made the cats right, so I can leave the cats alone and focus on content. Help much appreciated.",False,non_offensive
"Kittens and puppies for helpful and friendly editors

Don't have energy to post separately. Especially for those who have seen through the nonsense of the last six months.  (Talkie-Talkie) 
Also feel free to delete any of those negative/nasty/harassing comments I always get if anyone leaves them here, since I probably won't be allowed to.",False,non_offensive
"Jobseekers being FORCED to work? What were they at gunpoint? No, this doesn't need to be added. But if you do, please note that the fuss is about the workers being dropped off too early at their assembly point and thus having to hang around in the cold and wet. Not ideal I agree, but it hardly the controversy you seek to add. It's just the British press, or should I say lefty, anti-monarchy elements of it, stirring the mire to forward their political agendas.",False,non_offensive
I don't understand...? what?,False,non_offensive
LOL yeah good one mate - have the rest of the day off champ,False,non_offensive
"Hey,

I'll get back to you later today  -I'm about to go to work,

Thanks,

Philip",False,non_offensive
Hi myself! This is a test...,False,non_offensive
"Shared IP Unblock 

One of my students just received the message informing us of the unblock.  As I told Steel359, I would like to thank you for taking the time to review the request that I sent in.  I can assure you that nothing like this will happen in the future, as I've made sure that the students responsible have learned their lesson.  Again, thank you very much for your time.  Sincerely, Mrs. Dawn Booher",False,non_offensive
"Outcome of DRN 

The outcome the the DRN was:  Closing as moot. All parties on one side of the dispute have been indefinitely blocked as sockpuppets. I believe we now have a consensus for a significant reduction in the coverage of recent issues.",False,non_offensive
"""

 How Do Tornadoes Form? 

 Tornadoes form when the land is slightly damp and there is high winds. When there is a bad storm in the mountains you will often hear about Tornado Warnings. Not every storm turns into a tornado/twister.
 People know the Tornado as a Twister. You will hear people all around you say """"Twister."""" Do not be alarmed if you come across a tornado one day, just find a ditch and lay in it for awhile. 
                                     By: Danielle Zavet""",False,non_offensive
Paradox? Don't you mean conundrum. a paradox is something I thought to be impossible!! And this is not.,False,non_offensive
"""::Thank you. *feels honoured*
I'm wondering now about the variants that are not covered by them. (All OR of course.) In sho shogi (standard shogi without drops and with a drunk elephant) surely the step movers gain in value. Meanwhile in dai shogi, does the bishop get a colourbound penalty? (Because they're both on the same colour, unlike chu. Dai-dai gets around this problem of odd-ranked boards with its asymmetrical setup, but at the cost of a large increase in the number of piece types.) Hmm, a read through Betza's """"About the Values of Chess Pieces"""" is surely going to help here. ;-) If you like, we can discuss it somewhere whenever we need to blow off some steam.
I still like the sho/chu/dai/tenjiku quartet for the consistencies between them, though. In dai-dai and above I think too many things have changed with the promotions (e.g. kirin to great dragon instead of lion, phoenix to golden bird instead of free king etc.) for my love of consistency. Though the promotion by capture rule makes me think of WOTN (yes, teh complicated and kewl one!).   

""",False,non_offensive
"I don't know for sure, but I would suppose a mention at Talk:Main page and/or Wikipedia:Village pump (proposals)?",False,non_offensive
"""

Critical examination of conspiracy theories?

""""The conspiracy theories, claims of aspartame dangers, and the source of those claims has been the subject of critical examination.""""

By whom?  One article by Media-Awareness.ca?  Industry websites such as Aspartame.org.  The conspiracy 'facts' have not been """"critically"""" debunked anywhere on or offline.

""",False,non_offensive
others explanations amd reasoning,False,non_offensive
"OK, great! Just let me know if you have any questions ) ~",False,non_offensive
"""== A barnstar for you! ==
  The Barnstar of Diligence of stalking people  I just had a chance to see what you've done to the high-speed trading, and keeping i one sided to the finacial industry. greak work stalker bo   
this is an award that i give 

only for the extra special editors of wikiland who really stalk people and pages related to the
financial industry that keep the spin one sided

this stalker award is for you !
, the East Front; originally constructed by Edward Blore and completed in 1850. It acquired its present appearance following a remodelling, in 1913, by Sir Aston Webb.]]""",False,non_offensive
"I meant to delete that part before posting on Wikipedia. I was just playing around on Google translation to see how it would look, and did not remove that last part when copying and pastingit's my first time using that system (and had I known to read the Japanese lettering afterwards, I would have noticed that, but I didn't.)
I'll go ahead and make the overt action of removing it now.  Thanks for taking the time to translate and proofread the message, Diannaa",False,non_offensive
"""
MO is a valid RS for the original stories, of course, and for such things as corrections etc. as neither is """"self-serving"""" in this matter, which would be the main reason not to use it as a source about itself.   """,False,non_offensive
Ok. How about the atriibution then. Can you tink about removing it?,False,non_offensive
"Random Facts
I added this section and added one fact/  If anyone else can add something the the random facts section it might help.",False,non_offensive
Please do not vandalise Wikipedia,False,non_offensive
"""

Maybe we should be focusing on even 3000 FA articles instead.... White cat  """,False,non_offensive
"""

Did you not read my above posts? I was underlining the issue here, that even given the """"scholarly majority"""" that does not automatically mean that it has to be mentioned in the lead (can you UNDERSTAND THAT POINT?), as was pointed out by other editors earlier, and this was also pointed out by   """,False,non_offensive
"""Hi ya there, 

Not sure if this guy is an editor on Wiki or administrator, or w/e, he has posted these lies bellow, without posting proper tags and evidence, all he has posted was link to a Milosevic indictment in the Hague, which I read, and there is nothing about Spegalj or about tapes. He posted this article either because he is hateful person and cares little for facts, or is a Serb Nationalist who hates Croats and tries to spread lies about something that did not take place. Spegalj did plot to undermine Serb control over Yugoslavia and has ploted to overthrow Yugoslav military in Croatia and Slovenia, but quoted article is pure hate speech and propaganda, I might add in EU hate internet speech is a criminal offense. 

I would appreciate if you lock the article, remove the quoted material and ban user Miquonranger03, his actions on this particular article are considered pure hate speech and Nationalist Serb propaganda. If you allow Serbs and others to ruin Wiki's reputation and allow characters like Miquonranger03 to edit and post lies and hate on wiki, Wiki will open itself to all kinds of problems, legal and all kinds, EU laws are quite clear about hate speech, I am sure you also disapprove of hateful propaganda on wiki. Please act now and ban  Miquonranger03 and remove offending material, only when transcripts of this document are available should this be posted, with highlighted parts of the transcripts, nothing less would do, btw plz read the quteded article, it is all made up lies and hate speech by Miquonranger03. 

thank you. 

http://en.wikipedia.org/wiki/User:Miquonranger03

    * As for border posts, when border posts are disarmed, then they will be disarmed, all of them, as many as there are, but leave Albanians five bullets in their automatic rifles, and the rest locked up in cellars and given food and water if this goes on for a few days. As for this, if something happens, then just give instructions to all your people who you know. Kill extremists on the spot, in the street, in the compound, in barracks, anywhere. Just pistol and into the stomach. That will not be a war, it will be a civil war in which there is no mercy towards anyone, women or children, that doesn't concern us. Into homes, family homes, quite simply grenades. (Špegelj)

    * We are going to resort to all resources. We're even going to use weapons. Knin we're going to resolve in the same way. We are going to slaughter everyone. We have international recognition for that that we're going to slaughter them now that this whore won in Serbia. Now the Americans, on the second day when he won, offered us all assistance, and until then everyone was speculating, they would, they wouldn't, this way, that way, 1,000 combat vehicles."""" (Špegelj)

    * We are going to use all resources. We're going to use weapons as well. Serbs in Croatia will never be there again for as long as we are there and we hope until now too their supremacy is a thing of the past. Their Knin will never be Knin again. We are going to enter Knin too. Knin has to disappear as Knin. All Croats should bear this in mind and we are going to create a state created at all costs, if necessary, at the cost of shedding blood. (Boljkovac)

""",False,non_offensive
"Air India 

Dnot warn me for petty issues its more likely that you are in the wrong with your useless trivia, I'm trying to simplify things, lets see what other editors have to say, I know most want all the unecessary details out of fleet tables, go to wiki project airlines talk page for more on this. 175.110.222.144",False,non_offensive
"Gidonb has made a final edit and hopefully you all will leave this page for deletion.  It seems to have been the target of interest for people with no stake in its content. Now they can move on to objects of more legitimate concern and leave me alone. I do not know why everyone insisted on editing a page which is about me, but I guess I should be flattered. I hope they are happy to find someone else to harrass.",False,non_offensive
Petr V|Petr V]] 17:47,False,non_offensive
"December 2008
 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.",False,non_offensive
Or are you saying that everything presented in that court case should be thrown out because one piece of evidence can not be proven (Salman pak),False,non_offensive
What properties of materials makes them transparent?,False,non_offensive
What does it mean that(proto-) Slovak state before the Hungarian conquest? (talk • contribs),False,non_offensive
"REDIRECT User talk:Damian Yerrick

Damn, it feels good to be a doppelgangsta.",False,non_offensive
"Iron Man
Hi, Horkana. Always good to see your name on an edit!

My concern is that runtimes are notoriously difficult to pin down  it's one of the banes of my existence in my capacity as a film critic. If WP:FILM doesn't require a cite for runtime, I'm perfectly cool with that, of course. It's just that in practical terms, I've found that for almost every film, different sources given different runtimes, and so it'd be good to know where a particular number came from. You have more experience in film-article editing, so I'll follow your lead  whatever you think best. Keep up the great editing!",False,non_offensive
"22:32, 11 Mar 2005 (UTC)",False,non_offensive
"Getting angry above about it doesn't change the undeniable fact that it needs to go to the main subject.  You've also broken WP:3RR.  And I hate musicals, especially the one with the singing nuns.",False,non_offensive
Ahem.  Consensus?  How many people argued for its deletion?  —,False,non_offensive
"""The reson I say """"I"""" is b/c in a way I feel emotionally attached to this part of the article being that """"I"""" was the only one editing that section of the stations for an ENTIRE YEAR AND EVERYONE ELSE EDITED DIFFERENT AREAS TO THOSE ARTICLES AND LEFT WHAT I DID ALONE.  I'M SURE YOU'D FEEL THE SAME WAY IF YOU WORKED HARD ON A PARTICLAR SECTION OF AN ARTILCE AND THEN OUT OF NOWHERE A YEAR LATER IT WAS REVERTED.  I ALSO FEEL AS THOUGH BEFORE I CAME ALONG, THESE STATIONS WERE LEFT TOTALLY UNEDITED AND NO ONE SEEMED TO ADD ANY CURRENT INFORMATION TO THEM.  """,False,non_offensive
other POV: no Earth -> no people -> no wars 68.151.34.161,False,non_offensive
"""
""""as an admin"""" you have almost no basic reading and comprehension skills. there once existed a 'The Sentinel (MHS)' article, with proper citations. it has been deleted. i tried to make a new page, and find those citations - i could not. please die in a car crash""",True,toxic
"""

 List Format 
It seems that the entire format of the list has changed recently, and I'm not sure it's for the better. It seems to be including a lot of information that's not necessary, and omitting useful info such as original airdate. It says that this article is """"part of WikiProject List of Television Episodes."""" However, it's not even following the structure. If this is to comply with the standards of the episode lists, I suggest we rename the article (List of Doctor Who Episodes, as per the naming convention) and add a redirect for the current title, as well as updating the table. Anyone agree?  - Talk 7:15, 16 December 2006 (UTC)""",False,non_offensive
".  

(The Times, Thursday, July 3rd, 1879) ~ MARRIAGES On the 30th June, at Monkstown Church, county Dublin, Ireland, by the (Right-Reverend) the Lord Bishop of Ossory, assisted by the (Reverend Canon) Peacocks, - Charles Thornton Primrose Grierson, B.A., son of the late George Abraham Grierson, Esquire, of Rathfarnham House, county Dublin, Ireland, to Blanche Caldwell Bloomfield, only daughter of John Caldwell Bloomfield, Esquire, Castle Caldwell, county Fermanagh, Ireland.

Charles Thornton Primrose Grierson & his wife, Blanche Caldwell Bloomfield who",False,non_offensive
"Does anyone have any logical reason it should not be moved, or should we go ahead and move it 142.59.249.84",False,non_offensive
"fuck you, idiot. you don't even know the subject obviously. get fucked. lol!",True,"toxic, obscene, insult"
"Souvenir program
Hi, Jack.  Do you have time do anything about this OR article?  All the best,",False,non_offensive
"Dear 213.152.248.150:  Please stop vandalizing the Jenna Bush article as you did here, even though you have been warned to stop the vandalism:  Further example of 213.152.248.150's continued vandalism.  Please stop or you will be blocked.",False,non_offensive
"""

 Encore a mistake in interpretation  

Mr Shyamal, 

You made a serious mistake in interpretation, which seems normal for those who are not specialists in entomology and taxonomy in the dipterous ones.  But, please show me once again that I make an attack with the person of Rognes, because I must explain you where you did not understand.  

In your correct information for the articles of your Wikipedia, you must read and analyze all the bibliographical data and to understand well the problems of a taxon or a group of let us taxa.  Thus, you can note that Rognes is the only amateur faunist (and not a recognized specialist), who wishes to make """" revolutions """" in taxonomy, without knowing Bengaliidae, without knowing the morphology of dipterous (in general), without being able to make a correct identification according to the male genitalia even of usual Calliphoridae.  In more he wanted to introduce an aberrant and specific terminology for his pupils of the school of handicappers of Stavanger (Norway) where he works, and was unaware of always the International Code of Zoological Nomenclature.  All its """" research """" is not recognized by the community of the specialists.  Only his friends of the same structure, namely:  Thomas Pape (the recognized intellectual robber and the most stupid taxonomist nowadays), C Thompson, N.L. Evenhuis, J.E. O' Hara and (unfortunately) A. C. Pont wrote a bibliographical work, nonscientific, in which they mentioned exactly what I have says to you before on Rognes.  He cannot identify any species of Bengaliidae and he does not have competence to establish that Bengalia testacea  is the species-type of the Bengalia kind.  This false type was mentioned before by Sabrosky in a stupid work of bibliography (nonscientific), in collaboration with the same ignoramuses collaborators (1999:62).  You must know exactly that of Zumpt until Lehrer, the species-type of the Bengalia kind is Bengalia labiata R.D. - not B testacea sensu Duponchel 1842 & Rognes, which is a nomen nudum. 

Thus, for the exactitude of your encyclopaedic information you must change distort them given.  Moreover, I give you the council of reading certain articles documented by Lehrer in Fragmenta Dipterologica:  2010, 23: 1-`22 and 22-25;  24:16-20 and 20-23;  26:  21-30 [ [ http://ro.wikipedia.org/wiki/Andy_Z._Lehrer ] ] and the work: LEHRER& WEI, 2010, Un nouveau genre oriental de la famille Bengaliidae (Diptera), Bull. Soc. ent. Mulhouse, 66(2) 21-25.  

Burmanos, 10 sept. 2010""",False,non_offensive
""""""", to protect against the article subsequently being deleted and the history of the new page eradicated.

If a section is split from the original article, a summary section should be left in the original (""""main"""") article. At the top, it should contain a link to the newly created page, easily achieved with {{main|Newly created page name here}} template.""",False,non_offensive
"""
Eyewitness News
 Please prove KDKA-TV's """"Eyewitness News"""" branding was inspired by KYW. Removed this unsourced speculation.  07:56, 5 February 2006
Other""",False,non_offensive
"""
If you are still around, the noob article has been up for three months, and is back in a AFD again. Wikipedia:Articles_for_deletion/The_noob.  Could use your help if you feel like adding a """"keep"""".   """,False,non_offensive
"I'd agree with this, I don't really see them as being pop at all. Sure, 'pop' in the sense of being relatively popular, and leaning towards the more accessible/'radio friendly' end of the alternative/indie/post-punk/whatever scene, but not pop in the sense it's applied to music as a genre in its own right - taking the Pop music page on here, it doesn't really describe Franz Ferdinand all that well. There are aspects which could be applied to them but they clearly don't fit amongst the examples that page gives of pop artists/songs. As above, the source doesn't actually call them 'pop' anyway, but 'art pop', whatever that may be.",False,non_offensive
"David Colville
Hi, thanks for the message. I have added the book you mentioned as Further Reading, although you may want to add details to the reference I gave, or indeed if there's any specific refs from the book that could be added to the article text that would be good. I will try and add a bit more from the Clydesbridge History source. Regards.",False,non_offensive
"""

 Advice 

I apologize for your recent difficulties, your block was clearly undeserved. Our governance here at Wikipedia is imperfect and too often administrators abuse the power we grant them. While we can’t prevent it we can work around it - in this case by creating a new identity to bypass your block - what we call a """"sockpuppet"""" account. Officially it’s frowned upon but so long as it’s undetected a sockpuppet is just as functional as a regular account. In fact many current and former administrators are sockpuppet accounts. The instructions below provide an easy guide to creating your new account and avoiding detection.

Instructions
 Log out of your Wikipedia account, clear your cookies (google """"how to clear all cookies"""" for instructions) and close your browser
 Download a new browser: Chrome, Firefox, Internet Explorer. This will be your dedicated Wikipedia browser
 Follow these instructions to permanently disable javascript in your new browser: Chrome, Firefox, Internet Explorer
 And these to permanently disable java: All browsers
 Reset your IP address. With most  ISPs the procedure is as follows: unplug your modem, wait 10 minutes, plug it back in. Use this website (http://www.whatsmyip.org/) to check your IP address before and after to verify it's changed. If it has, great, if not you may have to wait a few hours or a few days before repeating this procedure successfully
 Now you're ready to register your new Wikipedia account

Tips
 Never log into your old account from the same network or with the same browser as your new account
 Don't choose an account name similar to your old account name; administrators will use that as an excuse to sanction you
 Don't edit your user page or your talk page straight away; it's a dead giveaway you’re not a new user. Remember, this user is “new” to Wikipedia
 Mess up a little - forget to sign or sign incorrectly, split someone's comment “accidentally” - everything to give the impression this is your first experience editing Wikipedia
 Avoid noticeboards and contentious articles until you’ve made a reasonable number of edits; sockpuppet or not experienced Wikipedians don't appreciate being held to community standards by new users

All done. Happy editing and welcome back. I hope your new experience will be more pleasant.    — John Whales, Founder and CEO of the World Wide Web  
This user's real life identity is verified by the following SHA-1 hash: 177.154.145.102  """,False,non_offensive
"Again? National was responsible for the demise of their last government, not Winston. One good thing about Winston: we can continue to stem the Asian invasion and get more jobs into New Zealanders' hands, where they belong.",False,non_offensive
"I'll just do this ==

I'll flush out the article and scrub it over on Tuesday. When I'm done you guys polish it. I mean seriously, Orson Welles of all people deserves better.

==",False,non_offensive
"(UTC)
Still true!    23:47, 1 May 2009",False,non_offensive
"March 2012 (UTC)

To answer your direct question about how the player reveals their choice this is really the question of how they indicate their original choice, which I discuss above.  Once the original choice is made the player need only say 'stick' or 'swap'.   17:26, 31",False,non_offensive
"(Sub)Tropical Storm - May 27-28, 1988? 

Check it out. I was trying to find an image for Tropical Depression One in 1988, when I came across this, which looks like a well-organized unclassified storm just off of North Carolina. On May 26 a cold front extended across the western Atlantic Ocean. The next day, a circulation developed to the southeast of Charleston, South Carolina, with much of its convection sheared to the northeast; at the time, it might have still been frontal. Tracking to the northeast, by early the next day the center became more involved with the convection, though only based on interpolation from IR. By the time of the first visible image, it was just off of the Outer Banks of North Carolina, possibly extratropical or subtropical, based on the (presumably) cold air being entrained. Convection deepened, and three hours later it looked tropical, which is where I found the image. Unfortunately, there's no more Atlantic visible images after that due to an error. Nilfanion found this visible satellite image, meaning it must not have been very deep. Here's another, and here's a small one. Verdict? Probably an extratropical cyclone and maybe a subtropical cyclone that had some aspirations to do something.  (talk)",False,non_offensive
What ever!!! You sados havent you got anything better to do with your time?,False,non_offensive
"""

How about including """"(also known as the Union Jack)"""" after the first mention of he Union Flag in the lead?   """,False,non_offensive
"Attention Used Asswipe 

For the love of God, please stop banning my accounts from seeing the light of day. So far, you managed to murder Steven1350, Steven13500, and Steven135000. Now I am forced to use Steven1350000, and believe me, those zeros can grow to be quite lengthy if you keep banning me. Believe me, I can get so many unique IP address' that banning me is a waste of time (since you see I am already on my 4th user account [and I couldnt care less for your policy on that]). Showing off my number of banned accounts to all my friends is fun, so if you wanna play it that way, remember that you have an audience rooting for you

And another thing. You wiki admins are all Caption retards. In the page http://en.wikipedia.org/wiki/Wikipedia:Requests_for_checkuser/Case/Mattkachu , you claim that Mattkachu==Steven1350. This is completly wrong....and you should use powersander to take the idiocy from your face.

Please feel free to comment on my usertalk page, as I am in dire need of a good laugh from an nice empty threat you people like to send me so often.

PS....do you have any peanut butter, cuz I could go for a nice PB & J sandwich about now

Cheers,",False,non_offensive
Of course no one responds when I say that since they're too scared to show themselves.,False,non_offensive
You have given an invalid lead.,False,non_offensive
